species,Female_None_Mean,Female_None_SE,Female_None_Lower,Female_None_Upper,Female_Hormonal_Mean,Female_Hormonal_SE,Female_Hormonal_Lower,Female_Hormonal_Upper,Female_Immunological_Mean,Female_Immunological_SE,Female_Immunological_Lower,Female_Immunological_Upper,Female_Surgical_Mean,Female_Surgical_SE,Female_Surgical_Lower,Female_Surgical_Upper,Female_Undetermined_Mean,Female_Undetermined_SE,Female_Undetermined_Lower,Female_Undetermined_Upper,Male_None_Mean,Male_None_SE,Male_None_Lower,Male_None_Upper,Male_Hormonal_Mean,Male_Hormonal_SE,Male_Hormonal_Lower,Male_Hormonal_Upper,Male_Immunological_Mean,Male_Immunological_SE,Male_Immunological_Lower,Male_Immunological_Upper,Male_Surgical_Mean,Male_Surgical_SE,Male_Surgical_Lower,Male_Surgical_Upper,Male_Undetermined_Mean,Male_Undetermined_SE,Male_Undetermined_Lower,Male_Undetermined_Upper,Female.None,Female.Hormonal,Female.Immunological,Female.Surgical,Female.Undetermined,Male.None,Male.Hormonal,Male.Immunological,Male.Surgical,Male.Undetermined
Pan troglodytes,31.76167289,0.951844026,29.93973538,33.6580716,37.23509744,2.329921597,32.88180342,42.16248384,NA,NA,NA,NA,NA,NA,NA,NA,31.09402666,2.181563711,26.99410123,35.68993562,26.29181703,1.006475301,24.52508792,28.50255691,NA,NA,NA,NA,NA,NA,NA,NA,41.44324902,3.753833074,35.19484175,49.84159516,23.236314,3.826906174,16.51642891,31.63291369,1485,344,0,28,151,1485,8,0,245,30
Panthera leo,13.14261463,0.19579561,12.76284986,13.52629508,15.55769658,0.739427397,14.17093827,17.08943465,NA,NA,NA,NA,13.37566334,0.706378199,12.05392433,14.82674971,12.35607501,0.508815039,11.39752468,13.41673939,14.24373931,0.225686844,13.80465959,14.6759986,NA,NA,NA,NA,NA,NA,NA,NA,12.47679547,0.652684792,11.24416787,13.83602608,11.70288794,1.212477584,9.529794345,14.31476561,4402,393,11,202,206,4598,16,0,223,35
Panthera onca,15.37131326,0.351166532,14.6970554,16.08588973,15.67467015,1.551612435,12.81483097,18.97825114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,34,0,22,15,0,0,0,0,0
Panthera pardus,14.67835374,0.316110213,14.06890196,15.31534585,15.01557191,2.041355372,11.46767951,19.34539266,NA,NA,NA,NA,13.52060635,1.47304433,10.90829966,16.64804981,11.29426834,1.176753917,9.160220063,13.78918144,15.41387871,0.332799143,14.76561868,16.06267256,NA,NA,NA,NA,NA,NA,NA,NA,12.06734946,1.636328533,9.290642934,15.58934371,NA,NA,NA,NA,1890,39,1,36,34,1977,8,0,31,8
Panthera tigris,12.50581804,0.154833379,12.19968063,12.8136962,12.2804281,0.781856703,10.84660027,13.89416711,NA,NA,NA,NA,12.219745,0.719628982,10.87557364,13.70252308,10.60921535,0.607243869,9.507378736,11.86242865,12.57108699,0.17097441,12.24336998,12.91852015,NA,NA,NA,NA,NA,NA,NA,NA,10.92761051,0.616159056,9.760717164,12.16620661,10.55498429,0.885308126,8.925615892,12.43569237,4387,139,3,96,98,4175,26,1,126,49
Panthera uncia,12.33103327,0.233036775,11.88258549,12.79331657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.40335762,0.768761675,10.98738836,13.94793567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,21,1,20,42,0,0,0,0,0
Papio anubis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33989522,1.348003621,12.03190987,17.3565923,NA,NA,NA,NA,NA,NA,NA,NA,31.03810609,9.31552467,19.79115146,55.75921988,NA,NA,NA,NA,0,0,0,0,0,248,0,0,53,0
Papio hamadryas,14.97273115,0.315666044,14.36235793,15.56988628,19.73350449,0.876382141,18.0545544,21.50130096,NA,NA,NA,NA,19.32339055,1.011507084,17.43932408,21.42134662,17.69406268,1.137709163,15.58258097,19.94335499,12.20801596,0.320394674,11.60025741,12.84800775,NA,NA,NA,NA,NA,NA,NA,NA,17.55631957,0.984923173,15.71956274,19.61065511,15.9051798,1.631428715,12.99765967,19.37865833,2204,297,0,172,87,2324,7,0,244,70
Papio papio,15.79413634,0.736991531,14.4425268,17.30806895,15.58897807,2.024507179,11.9455232,19.91054433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.38542662,0.637323154,11.19506409,13.67688912,NA,NA,NA,NA,NA,NA,NA,NA,11.2451079,1.883884318,7.896721679,15.36370128,NA,NA,NA,NA,445,39,0,20,5,479,21,0,39,1
Pecari tajacu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0552619,0.350588889,9.387369416,10.75883627,NA,NA,NA,NA,NA,NA,NA,NA,17.43877017,1.583637396,14.51487031,20.75939475,NA,NA,NA,NA,0,0,0,0,0,1601,0,0,94,8
Petaurus breviceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.824389263,0.227117036,7.400030196,8.271017282,NA,NA,NA,NA,NA,NA,NA,NA,6.818932666,0.661055452,5.613827188,8.231284167,NA,NA,NA,NA,0,0,0,0,0,1582,0,0,108,2
Petrogale xanthopus,5.918714487,0.198381031,5.53113191,6.322779931,6.268579074,0.865538787,4.735427453,8.10292734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.167849273,0.17355708,3.827723588,4.506154682,NA,NA,NA,NA,NA,NA,NA,NA,6.390685286,0.659829872,5.195590422,7.778905389,NA,NA,NA,NA,984,37,5,0,2,1022,6,0,42,1
Phacochoerus africanus,9.417448869,0.32441266,8.801319647,10.06094491,10.11042548,1.18592609,8.012188372,12.58659771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.566517142,0.314471779,7.963575932,9.19723907,NA,NA,NA,NA,NA,NA,NA,NA,8.611735874,1.256183427,6.392699956,11.27530469,NA,NA,NA,NA,630,42,13,8,8,687,6,1,31,5
Phascolarctos cinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.855411601,0.138581858,4.585932358,5.131173244,NA,NA,NA,NA,NA,NA,NA,NA,10.92274438,1.72235142,7.992690319,14.60217246,NA,NA,NA,NA,0,0,0,0,0,2317,0,0,38,29
Pithecia pithecia,10.01403309,0.587100131,8.947702752,11.22624871,15.80923894,2.416155528,11.72203617,21.0491266,NA,NA,NA,NA,NA,NA,NA,NA,14.86740888,2.22589353,11.17457854,19.69927093,13.56630399,0.769339835,12.28893759,15.24718138,NA,NA,NA,NA,NA,NA,NA,NA,16.48736584,3.240349346,11.209895,23.79629935,NA,NA,NA,NA,578,76,0,5,38,750,17,0,50,0
Pongo abelii,27.94272962,2.351116063,24.35877744,33.22332788,36.2727624,6.061413012,26.7809269,50.70617529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,59,0,5,16,0,0,0,0,0
Pongo pygmaeus,28.58892525,2.221193564,24.93717967,33.52113256,40.13173916,6.273614386,30.90278657,56.05579474,NA,NA,NA,NA,NA,NA,NA,NA,37.51246223,6.34684537,27.93524288,51.6443019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472,113,0,6,31,0,0,0,0,0
Potamochoerus porcus,9.337990979,0.308701732,8.742280994,9.960010263,9.090068191,0.969373791,7.301015264,11.11315517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51624926,0.330642064,8.879507704,10.19499967,NA,NA,NA,NA,NA,NA,NA,NA,10.64711512,1.241570142,8.447891979,13.32327683,NA,NA,NA,NA,824,45,1,3,7,759,9,9,48,2
Potos flavus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.56222758,1.090745904,19.48370188,23.71504433,NA,NA,NA,NA,NA,NA,NA,NA,28.7957686,4.010144042,21.54937449,37.00664191,NA,NA,NA,NA,0,0,0,0,0,458,1,0,31,2
Procavia capensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.073467929,0.130241347,3.824901401,4.334930876,5.512406367,0.837673823,4.103456737,7.363783069,NA,NA,NA,NA,4.324005664,0.614370541,3.2389571,5.659692803,NA,NA,NA,NA,0,0,0,0,0,1457,74,1,43,2
Procyon lotor,10.74295307,0.240549505,10.27001556,11.232783,NA,NA,NA,NA,NA,NA,NA,NA,11.99441501,0.917524729,10.31801478,13.85007815,NA,NA,NA,NA,9.226102147,0.253396952,8.736872862,9.737594997,NA,NA,NA,NA,NA,NA,NA,NA,11.78772675,0.679193585,10.54570678,13.19851393,8.897903207,1.079294202,6.986383464,11.16935355,2351,14,0,289,25,2259,9,1,478,52
Propithecus coquereli,6.343551439,1.193110104,4.220932457,8.89322553,13.35102814,1.36358144,10.64236009,15.9490757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,41,0,0,0,0,0,0,0,0
Pseudocheirus peregrinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113714149,0.004304644,0.106821963,0.123506266,NA,NA,NA,NA,NA,NA,NA,NA,4.757409299,0.905847654,3.139908023,6.608219324,NA,NA,NA,NA,0,0,0,0,0,1317,0,0,33,1
Pteropus rodricensis,11.34290398,0.331896451,10.71366768,11.98591917,13.49984744,1.646100975,10.61382931,16.99368189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1226,113,0,26,14,0,0,0,0,0
Puma concolor,12.67571032,0.248114196,12.18020183,13.14950706,NA,NA,NA,NA,NA,NA,NA,NA,14.84360529,0.864492303,13.22453706,16.64012557,NA,NA,NA,NA,11.5641566,0.240496305,11.08701535,12.0478521,NA,NA,NA,NA,NA,NA,NA,NA,13.67805427,0.68351614,12.36308949,15.04377845,NA,NA,NA,NA,1265,11,0,82,28,1163,0,0,94,17
Rangifer tarandus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.754661031,0.171010458,5.427105155,6.094932566,NA,NA,NA,NA,NA,NA,NA,NA,8.113363466,0.978224427,6.365773069,10.1924578,NA,NA,NA,NA,0,0,0,0,0,3302,9,0,87,15
Rattus norvegicus,1.898527118,0.039496809,1.822993785,1.97806983,NA,NA,NA,NA,NA,NA,NA,NA,2.015256287,0.172656108,1.698521387,2.374572994,NA,NA,NA,NA,1.798172425,0.043100131,1.715207745,1.882076211,NA,NA,NA,NA,NA,NA,NA,NA,1.75706886,0.116629858,1.545963946,1.998477329,NA,NA,NA,NA,2473,5,0,134,0,1435,0,0,158,2
Rousettus aegyptiacus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.055238501,0.226750194,8.613805466,9.497618613,NA,NA,NA,NA,NA,NA,NA,NA,5.896706232,0.370871664,5.207804543,6.65192034,NA,NA,NA,NA,0,0,0,0,0,1474,0,0,165,1
Saguinus bicolor,7.99596003,0.685733899,6.778506754,9.485682582,13.69050838,2.550557212,9.928938648,20.17985666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,54,0,6,10,0,0,0,0,0
Saguinus imperator,7.118595755,0.208168535,6.735722417,7.534360367,8.708154384,0.880537307,7.112197639,10.49024229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.25135592,0.231016703,7.809695643,8.712230855,8.401989613,1.626909108,5.647119873,11.9877346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,76,2,14,17,1222,30,0,4,7
Saguinus oedipus,9.482198236,0.219246851,9.071584196,9.933676607,12.16228552,1.08191144,10.17971099,14.45540764,NA,NA,NA,NA,NA,NA,NA,NA,10.33565815,0.892689344,8.720386988,12.19623889,10.48823693,0.202970014,10.10606413,10.899254,12.77528608,3.092936517,8.002573352,20.14160079,NA,NA,NA,NA,11.74420491,1.282316811,9.431581687,14.4344125,NA,NA,NA,NA,2958,172,1,27,94,3490,30,0,97,16
Saimiri boliviensis,12.65058627,0.287225706,12.10957089,13.23057502,10.17974032,1.996881591,6.784169293,14.53156876,NA,NA,NA,NA,NA,NA,NA,NA,11.84821785,1.520556477,9.151833683,15.12342945,12.06258223,0.494851348,11.20093598,13.16568536,NA,NA,NA,NA,NA,NA,NA,NA,10.12505734,1.380577946,7.80345733,13.15823676,13.75504779,2.124475588,10.17070489,18.40503888,1801,40,0,17,34,1598,16,0,115,49
Saimiri sciureus,11.38138544,0.223913345,10.94102444,11.83030426,16.82241672,2.668936859,12.21213998,22.60857701,NA,NA,NA,NA,13.43956841,2.604248902,9.028334377,19.29372017,NA,NA,NA,NA,9.899513107,0.302450724,9.33347224,10.51943691,NA,NA,NA,NA,NA,NA,NA,NA,13.98735981,1.898319953,10.61743054,17.99859636,NA,NA,NA,NA,3541,60,3,31,6,3099,0,0,119,0
Sapajus apella,23.05825459,0.67667292,21.80220042,24.45472373,45.4914643,11.27161263,28.10167715,72.2754861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62767165,0.577142103,20.52543282,22.75711672,NA,NA,NA,NA,NA,NA,NA,NA,20.70028023,2.044485343,16.88064127,24.97598409,NA,NA,NA,NA,1524,39,0,26,15,1781,12,0,103,11
Sapajus xanthosternos,20.89094917,5.575709701,13.97873556,35.58246514,36.63972082,18.91874033,19.96015978,86.06240979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.48785291,2.833399576,13.52164937,24.75093225,NA,NA,NA,NA,NA,NA,NA,NA,27.67255757,11.44199868,15.53363063,59.13442655,NA,NA,NA,NA,80,52,0,2,3,173,10,0,47,0
Suricata suricatta,8.102431122,0.104868552,7.905343051,8.309187358,9.203310012,0.578292995,8.131363299,10.4117115,NA,NA,NA,NA,7.248072497,0.696158953,6.024876816,8.746599155,7.236917213,0.714793638,5.956528454,8.763129355,8.552278231,0.091257654,8.372969376,8.731565907,8.349807394,1.278917909,6.191322043,11.16392107,NA,NA,NA,NA,8.659917752,0.392396145,7.934703871,9.448443561,7.492461123,0.641542346,6.33192435,8.822417217,5887,209,1,76,51,6746,45,2,261,58
Sus scrofa,9.31051068,0.157602513,9.009131899,9.630237196,NA,NA,NA,NA,NA,NA,NA,NA,10.82476117,1.182695224,8.781881369,13.32798565,NA,NA,NA,NA,9.180336052,0.241763238,8.720911065,9.679133059,NA,NA,NA,NA,NA,NA,NA,NA,10.92821501,0.638987003,9.712516975,12.24167857,9.45465375,1.107220894,7.50642228,11.82780038,7430,23,0,64,2,5590,8,15,704,107
Symphalangus syndactylus,18.70125005,1.554441451,16.11708316,22.21052238,33.36192217,8.040764255,23.5622106,54.17375941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,74,0,6,24,0,0,0,0,0
Tapirus terrestris,15.38615946,0.624942343,14.23297404,16.71491624,17.54892212,3.118394593,12.3315615,24.34176703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.09289051,0.626024727,13.92624725,16.38979054,NA,NA,NA,NA,NA,NA,NA,NA,18.33939338,4.661845183,10.97294426,29.17147994,NA,NA,NA,NA,724,47,7,1,9,817,14,17,52,2
Theropithecus gelada,17.96473402,0.677666746,16.6846374,19.32380958,21.04535266,6.016710498,11.66699267,35.50063668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,38,0,4,1,0,0,0,0,0
Trachypithecus auratus,10.92841925,0.495716971,9.969153498,11.91492343,8.467832568,1.701121189,5.584343682,12.21055185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,31,0,6,17,0,0,0,0,0
Trachypithecus cristatus,10.82984616,1.120479628,8.950594991,13.39630215,18.26872969,6.934196195,9.806034795,35.53629967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187,31,0,6,4,0,0,0,0,0
Trachypithecus francoisi,10.95810189,0.979585252,9.125536967,12.97520157,10.90547307,1.937330843,7.572616763,15.03197632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,40,0,3,22,0,0,0,0,0
Tragelaphus angasii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.601331135,0.161123129,4.303326887,4.925158543,NA,NA,NA,NA,NA,NA,NA,NA,5.136157587,1.014891326,3.462945721,7.450848944,NA,NA,NA,NA,0,0,0,0,0,2219,4,4,32,0
Tragelaphus oryx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.789365814,0.176561161,8.447881868,9.149086846,NA,NA,NA,NA,NA,NA,NA,NA,10.13511343,0.641044053,8.943183272,11.44175213,NA,NA,NA,NA,0,0,0,0,0,4043,0,2,166,17
Tragelaphus strepsiceros,8.294139243,0.174795539,7.965224846,8.65047695,6.667266294,0.884811059,5.137586382,8.563413044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.571586491,0.175494476,5.239984446,5.921345517,NA,NA,NA,NA,NA,NA,NA,NA,5.393082224,0.696497133,4.159788891,6.916965701,NA,NA,NA,NA,2217,34,8,2,15,1982,2,1,52,5
Ursus americanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.19017183,0.538303933,17.14066977,19.23608788,NA,NA,NA,NA,NA,NA,NA,NA,19.72909156,1.284738469,17.34800387,22.39175851,NA,NA,NA,NA,0,0,0,0,0,700,1,0,91,19
Ursus arctos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.21708733,0.634199124,20.02297035,22.51384829,NA,NA,NA,NA,NA,NA,NA,NA,22.42494053,1.59601608,19.59842918,25.80495894,NA,NA,NA,NA,0,0,0,0,0,1305,2,0,142,22
Varecia rubra,17.01441643,0.507435009,16.03705194,18.01039396,19.60620252,1.504145797,16.8967363,22.86527566,NA,NA,NA,NA,NA,NA,NA,NA,15.22118883,1.345824707,12.77528638,17.99977511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,108,0,15,45,0,0,0,0,0
Varecia variegata,15.69043791,0.401267326,14.925487,16.49321172,17.27984234,1.85416798,13.94083622,21.0819995,NA,NA,NA,NA,NA,NA,NA,NA,12.59928793,1.183858162,10.44077259,15.05951044,15.88169248,0.340501461,15.22664444,16.57677163,NA,NA,NA,NA,NA,NA,NA,NA,17.82973469,1.767946834,14.63366549,21.51555739,NA,NA,NA,NA,1419,91,0,24,59,1913,9,0,60,21
Vicugna pacos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.98036305,0.30914038,12.38169943,13.59693,NA,NA,NA,NA,NA,NA,NA,NA,13.88757977,0.825454788,12.36808057,15.60779328,13.24753778,1.454645423,10.58457776,16.25676658,0,0,0,0,0,2431,0,1,202,32
Vicugna vicugna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.754834731,0.575642739,8.738675596,10.97333716,NA,NA,NA,NA,NA,NA,NA,NA,11.96806655,2.761724933,7.560269842,18.24436463,NA,NA,NA,NA,0,0,0,0,0,452,3,0,36,2
Vulpes lagopus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.938455212,0.259836561,6.434559719,7.462175383,NA,NA,NA,NA,NA,NA,NA,NA,7.595984869,0.92623631,5.959934389,9.561364284,NA,NA,NA,NA,0,0,0,0,0,721,9,0,38,9
Vulpes vulpes,9.336210992,0.264562793,8.827191151,9.859766602,NA,NA,NA,NA,NA,NA,NA,NA,11.00369494,1.775191417,7.939080106,14.79366599,NA,NA,NA,NA,8.833677139,0.25442128,8.346829853,9.34248749,NA,NA,NA,NA,NA,NA,NA,NA,10.31375205,1.023869657,8.409531951,12.41066286,NA,NA,NA,NA,1180,5,0,35,12,1278,0,0,89,9
Vulpes zerda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.433693183,0.180203102,9.079781046,9.779123224,NA,NA,NA,NA,NA,NA,NA,NA,8.395043435,0.73565758,7.027984956,9.96191063,NA,NA,NA,NA,0,0,0,0,0,960,8,0,39,4
Wallabia bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.956770747,0.193100884,3.601268814,4.367302859,NA,NA,NA,NA,NA,NA,NA,NA,12.93332946,3.430421781,9.240658185,23.11525052,NA,NA,NA,NA,0,0,0,0,0,941,4,0,80,12
Zalophus californianus,16.65975778,0.338850223,15.99819705,17.31196071,17.68967127,3.300736556,11.80595508,24.53047407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.33477286,0.43116323,13.48077176,15.17890208,NA,NA,NA,NA,NA,NA,NA,NA,15.56894373,1.203979025,13.29785706,18.02854851,NA,NA,NA,NA,1316,35,3,2,11,1114,14,3,47,13